customer_id,total_purchase_count,total_purchase_value,total_return_count,total_return_value,avg_return_days,return_ratio,damage_ratio,anomaly_score,risk_score,risk_level
CUST_0046,13,430095.46,12,375129.04000000004,1.4166666666666667,0.9230769230769231,0.8721994879927354,0.14285736580183928,56.867499417933196,Moderate
CUST_0047,25,494893.82999999996,10,81075.9,13.5,0.4,0.16382483491459168,0.22068880184826334,25.419244432317768,Low
CUST_0048,35,877454.2,31,724402.65,1.5161290322580645,0.8857142857142857,0.825573175215299,0.1572341836462554,54.274127159091634,Moderate
CUST_0049,22,284619.37,8,64012.75,14.0,0.36363636363636365,0.22490651286312663,0.19167580870646117,23.41538561133111,Low
CUST_0050,35,1430051.21,14,475267.89,16.571428571428573,0.4,0.33234326622471094,0.7852525381479118,49.649796878903146,Moderate
CUST_0051,22,463085.47,1,9110.79,11.0,0.045454545454545456,0.0196741003340053,0.6097301793068869,34.040962708513604,Low
CUST_0052,20,1179277.24,18,1057549.98,1.6666666666666667,0.9,0.8967780807844642,0.49403994910714855,67.94957851766632,Moderate
CUST_0053,25,1258664.89,24,1031189.7,1.375,0.96,0.8192726341957469,0.42829173399007703,70.70585437151094,High
CUST_0054,15,283606.53,7,88279.79,11.571428571428571,0.4666666666666667,0.3112755901635974,0.36350806359959387,36.13728543028436,Low
CUST_0055,13,264463.4,2,18434.050000000003,13.5,0.15384615384615385,0.06970359603635135,0.27115205586557756,20.595032320468352,Low
CUST_0056,11,185239.74,9,94153.87,6.0,0.8181818181818182,0.5082811604032699,0.28824422197809496,46.22834704759243,Moderate
CUST_0057,25,965676.37,8,129319.65000000001,14.25,0.32,0.1339161379707365,0.15690978482861606,19.660101696995092,Low
CUST_0058,19,239185.01,3,15755.029999999999,14.666666666666666,0.15789473684210525,0.06586963790080322,0.2675841953593836,19.507353591232928,Low
CUST_0059,21,790519.29,14,396744.27,5.285714285714286,0.6666666666666666,0.5018780376630657,0.02321031311416122,33.60991113343458,Low
CUST_0060,15,752725.16,7,211805.67,7.0,0.4666666666666667,0.2813851339843616,0.2871560450385652,33.142540033245716,Low
CUST_0061,36,1193483.24,24,740511.51,5.625,0.6666666666666666,0.6204624289487299,0.29897445194185657,45.675141293537514,Moderate
CUST_0062,16,368227.4,8,143653.83,4.5,0.5,0.3901225981553789,0.2106943725261683,39.322472745231366,Low
CUST_0063,12,348205.08,10,197686.47999999998,1.5,0.8333333333333334,0.567730028522272,0.28521060808778276,56.46511098250628,Moderate
CUST_0064,30,1071647.88,8,318318.96,14.25,0.26666666666666666,0.2970368961118087,0.5791178732460435,38.95733992385671,Low
CUST_0065,12,311752.14,3,42003.33,15.0,0.25,0.13473309277042975,0.16036141616743782,17.333594655238997,Low
CUST_0066,27,700179.6799999999,3,75517.93000000001,13.666666666666666,0.1111111111111111,0.10785507228658794,0.2943521331212464,20.78217449109975,Low
CUST_0067,32,529052.79,12,123019.48999999999,15.166666666666666,0.375,0.23252781636403427,0.25081962572686667,25.287161321349338,Low
CUST_0068,26,709822.62,25,617784.9299999999,1.28,0.9615384615384616,0.8703370568833098,0.3067203248122391,66.3642467238454,Moderate
CUST_0069,19,387144.93,19,357973.78,1.5263157894736843,1.0,0.9246505694908623,0.3401162928736058,66.10173887422089,Moderate
CUST_0070,28,638362.02,11,100226.70999999999,15.090909090909092,0.39285714285714285,0.15700606687095825,0.21703163261353398,23.577912707747185,Low
CUST_0071,25,604016.67,16,281916.12,4.875,0.64,0.466735661451198,0.0320463638217926,34.77944298649265,Low
CUST_0072,13,223799.46,3,9760.16,12.333333333333334,0.23076923076923078,0.04361118655067354,0.3343205110784776,25.959765633269,Low
CUST_0073,32,863204.4400000001,28,757459.09,1.4642857142857142,0.875,0.8774967492057848,0.24325674100251338,59.386520837170956,Moderate
CUST_0074,12,415495.25,10,338330.69,1.6,0.8333333333333334,0.8142829310323042,0.1732316471676283,51.69158676619965,Moderate
CUST_0075,31,1070277.24,20,450793.83,5.65,0.6451612903225806,0.42119351243982356,0.09390128369744233,33.806525148847655,Low
CUST_0076,13,336305.5,4,67509.45,11.25,0.3076923076923077,0.20073846547261343,0.20797105945801164,24.238390022644353,Low
CUST_0077,29,799747.45,16,373145.19,5.6875,0.5517241379310345,0.46657878058879715,0.1326344395682647,33.457441034735744,Low
CUST_0078,12,186730.69999999998,3,54069.68,12.333333333333334,0.25,0.28955967069153604,0.35219972009390643,29.704584111141152,Low
CUST_0079,36,643289.79,34,552044.29,1.411764705882353,0.9444444444444444,0.8581580161562956,0.13078965175836565,56.76822560180052,Moderate
CUST_0080,21,848919.1599999999,18,744865.7,1.5,0.8571428571428571,0.8774283054230982,0.2519451057447015,58.66038424131398,Moderate
CUST_0081,31,1047303.26,10,159662.3,16.1,0.3225806451612903,0.15245087654935782,0.24636060156939765,22.085251965148732,Low
CUST_0082,16,199248.04,8,82041.59,6.25,0.5,0.4117560704737672,0.18452715663738717,31.611282753420095,Low
CUST_0083,26,714435.04,8,77068.61,12.875,0.3076923076923077,0.10787350239708288,0.16622223902428135,20.69104347237118,Low
CUST_0084,18,730910.57,15,615552.89,1.6,0.8333333333333334,0.8421726477426644,0.20501565908611408,53.40076446963511,Moderate
CUST_0085,13,274681.15,11,183981.82,6.090909090909091,0.8461538461538461,0.6698014042827475,0.3204236866133571,49.5809260942747,Moderate
CUST_0086,12,363453.74,8,196352.08,5.125,0.6666666666666666,0.5402395363987725,0.03328009377952501,35.08666625073302,Low
CUST_0087,16,394539.44,12,238433.91999999998,1.75,0.75,0.6043348163113933,0.31843646716427987,53.08298918550653,Moderate
CUST_0088,30,1118588.21,20,665811.22,5.95,0.6666666666666666,0.5952246001234002,0.24880992648917755,41.71535935991366,Moderate
CUST_0089,38,1029282.11,33,880138.36,1.5151515151515151,0.868421052631579,0.8550992497091007,0.24291433331665224,58.042663812129824,Moderate
CUST_0090,38,987393.08,24,458774.79,5.75,0.631578947368421,0.46463237315781064,0.07945254735881213,32.67116204693517,Low
CUST_0091,14,149109.54,13,130573.78,1.6153846153846154,0.9285714285714286,0.8756903146505581,0.32567835102686404,61.37671465700018,Moderate
CUST_0092,37,1062876.14,6,115524.73999999999,15.833333333333334,0.16216216216216217,0.10869068902045351,0.2693195829656623,18.980342177713393,Low
CUST_0093,31,738731.54,25,592805.91,1.64,0.8064516129032258,0.8024646003337017,0.23400711584428224,53.17625653891036,Moderate
CUST_0094,32,610216.74,9,72021.33,15.222222222222221,0.28125,0.11802581817076994,0.14049228098789435,16.713660826162947,Low
CUST_0095,15,311041.77999999997,3,55735.67999999999,21.333333333333332,0.2,0.17919033256561223,0.5681669897248424,32.37941786327403,Low
CUST_0096,38,819783.9,35,704134.31,1.3142857142857143,0.9210526315789473,0.8589267366680414,0.23269723919828988,61.72695892007716,Moderate
CUST_0097,31,900314.99,22,400411.49,5.636363636363637,0.7096774193548387,0.4447459993973887,0.07485939250956508,34.85806814077529,Low
CUST_0098,13,306041.24,8,104739.87,5.75,0.6153846153846154,0.34224103261377453,0.11767401835125346,32.76235653655954,Low
CUST_0099,23,644403.02,15,286416.22,5.333333333333333,0.6521739130434783,0.4444675321354018,0.0,31.439023147440974,Low
CUST_0100,14,416805.54,12,327164.53,1.5833333333333333,0.8571428571428571,0.7849332568852133,0.15543146349581893,51.43231985473541,Moderate
CUST_0101,34,794461.21,30,676946.39,1.4,0.8823529411764706,0.8520823691316535,0.18961773219403344,58.03244516945981,Moderate
CUST_0102,23,488086.77,15,224907.73,4.533333333333333,0.6521739130434783,0.4607945632289931,0.0795838202182707,37.833565368199075,Low
CUST_0103,14,468939.23,9,286490.59,5.444444444444445,0.6428571428571429,0.6109332972632724,0.0545752465073337,34.866647636891315,Low
CUST_0104,17,601487.37,17,524444.06,1.4705882352941178,1.0,0.8719120070634235,0.24740944673044052,62.43254517350406,Moderate
CUST_0105,24,834049.93,6,64511.95,15.666666666666666,0.25,0.077347827365683,0.17490806133639536,16.754341033794624,Low
CUST_0106,29,877646.37,4,33969.740000000005,10.75,0.13793103448275862,0.038705498206527085,0.41117039554758295,27.65799864377547,Low
CUST_0107,36,1220328.58,11,202997.85,14.909090909090908,0.3055555555555556,0.16634687847759821,0.2956283064356594,25.22563146326955,Low
CUST_0108,16,393123.29000000004,16,347263.25,1.25,1.0,0.8833443828779515,0.39631008822090563,71.54739779872027,High
CUST_0109,27,729705.47,26,637566.65,1.5769230769230769,0.9629629629629629,0.8737314933379903,0.1960061222852959,56.9316645102923,Moderate
CUST_0110,31,674635.51,9,119442.39,15.444444444444445,0.2903225806451613,0.17704729180353995,0.166738997166491,18.571792306656526,Low
CUST_0111,19,319390.16000000003,12,99352.06,6.416666666666667,0.631578947368421,0.311068005351198,0.19149967373055754,33.83763905559759,Low
CUST_0112,17,268859.36,16,240203.79,1.625,0.9411764705882353,0.8934179937049617,0.26394280551041716,58.99101794972427,Moderate
CUST_0113,24,615197.72,15,273466.4,5.666666666666667,0.625,0.444517902309521,0.012277732370483685,29.782676979766975,Low
CUST_0114,20,551335.16,20,515735.5,1.4,1.0,0.935430093012751,0.37643820183967447,70.21402001291287,High
CUST_0115,35,1286499.03,24,678509.01,5.25,0.6857142857142857,0.5274073234240992,0.21071135956074682,42.99894155733174,Moderate
CUST_0116,20,643506.72,10,269120.06,5.0,0.5,0.41820862414614723,0.14333441218887133,35.292134789960684,Low
CUST_0117,11,227799.47,2,19144.28,13.0,0.18181818181818182,0.08404005505368384,0.2518478214201284,21.03900705989716,Low
CUST_0118,34,713651.57,25,247950.66,6.08,0.7352941176470589,0.3474393813776659,0.15707652930723404,36.29519057377866,Low
CUST_0119,38,815646.72,35,591367.55,1.2857142857142858,0.9210526315789473,0.7250290297250261,0.3206381023126573,64.48532069079353,Moderate
CUST_0120,25,891204.48,6,84702.17,14.0,0.24,0.09504235212103063,0.12952107104448962,16.22887171821234,Low
CUST_0121,29,733230.19,7,72662.98999999999,14.142857142857142,0.2413793103448276,0.09909983384617592,0.1290517571606632,16.182810169312294,Low
CUST_0122,17,347954.09,12,181834.53,4.75,0.7058823529411765,0.5225819590164897,0.08851661567363156,39.82612611900773,Low
CUST_0123,31,587548.45,10,88237.62,14.9,0.3225806451612903,0.15017930861701703,0.12689393992922127,17.916536512017384,Low
CUST_0124,37,840921.76,25,309270.3,5.68,0.6756756756756757,0.3677753564136573,0.10660794051350186,34.44700277913604,Low
CUST_0125,15,276694.2,7,164481.76,6.142857142857143,0.4666666666666667,0.5944532267029812,0.2720171424391201,37.01197034345689,Low
CUST_0126,14,430721.80999999994,3,55817.28,6.666666666666667,0.21428571428571427,0.12959009435811947,0.3862882396274824,29.986014583960763,Low
CUST_0127,24,957461.07,17,592663.18,6.705882352941177,0.7083333333333334,0.618994545647689,0.2942276517420632,43.05852311820308,Moderate
CUST_0128,19,952675.76,10,195767.50999999998,5.0,0.5263157894736842,0.20549227577701776,0.24018727228840164,38.181244747590355,Low
CUST_0129,13,408915.71,8,225631.81999999998,5.125,0.6153846153846154,0.5517807569682269,0.051419223243582834,34.73628800025889,Low
CUST_0130,10,158643.84,10,146798.37,1.5,1.0,0.9253329344524187,0.4629289599502514,72.2051325422855,High
CUST_0131,30,1657117.68,28,1093216.68,1.5357142857142858,0.9333333333333333,0.6597097437280375,0.6023496486636122,73.26616496047626,High
CUST_0132,11,267107.06,4,17208.38,15.75,0.36363636363636365,0.06442502867576769,0.3580680778424916,27.618222880578884,Low
CUST_0133,15,260890.38,10,112152.78,5.1,0.6666666666666666,0.42988468950062475,0.06375650954401779,35.47455649115371,Low
CUST_0134,16,485025.77,16,431574.77,1.8125,1.0,0.8897976080734844,0.3889029888544536,65.24861057918527,Moderate
CUST_0135,25,664089.31,16,163058.45,4.6875,0.64,0.24553692936270877,0.25051364606412996,42.84848336651294,Moderate
CUST_0136,22,780941.99,14,320958.24,6.071428571428571,0.6363636363636364,0.41098858059866905,0.041982430179063446,29.358186073135457,Low
CUST_0137,10,204336.66,9,136257.05000000002,5.777777777777778,0.9,0.6668262562381122,0.39614205129235747,55.52465487053722,Moderate
CUST_0138,32,786322.07,25,447887.42,1.56,0.78125,0.5695979256947474,0.26614477880958387,52.76374430337874,Moderate
CUST_0139,37,745138.26,28,364714.82,5.107142857142857,0.7567567567567568,0.48945925820531616,0.08038721793435033,39.050936308017846,Low
CUST_0140,19,262300.11,5,54910.9,13.2,0.2631578947368421,0.2093437932603231,0.1885048621007266,21.345104095556984,Low
CUST_0141,31,670117.43,31,614620.25,1.5161290322580645,1.0,0.9171829033009931,0.3522920428909917,66.82497096310456,Moderate
CUST_0142,27,414550.73,11,78200.62,16.636363636363637,0.4074074074074074,0.18863944588880593,0.3214047856126383,27.474794996641965,Low
CUST_0143,12,235182.86,8,149435.14,5.25,0.6666666666666666,0.635399790613993,0.1549617074522437,41.09394140815756,Moderate
CUST_0144,16,597349.29,14,509858.57,1.5714285714285714,0.875,0.8535350732567205,0.14670700177442675,52.42216581241641,Moderate
CUST_0145,38,1169279.6,36,1024083.15,1.5555555555555556,0.9473684210526315,0.8758240116393033,0.3309367698448278,63.04460528572607,Moderate
CUST_0146,20,586025.13,14,321384.45,5.857142857142857,0.7,0.5484141098181233,0.027935026716616962,32.451217300429,Low
CUST_0147,20,500168.29,14,231263.09,4.857142857142857,0.7,0.4623705553184909,0.05926295187069308,37.5405383873661,Low
CUST_0148,16,298851.49,15,268152.31,1.5333333333333334,0.9375,0.8972761353808207,0.2223177993506369,58.73456232458687,Moderate
CUST_0149,11,387452.69,4,37143.43,5.0,0.36363636363636365,0.09586571717956069,0.4895360131180556,44.2386868530172,Moderate
CUST_0150,12,344079.82,9,163512.96,4.777777777777778,0.75,0.47521810491530714,0.12575842809735915,42.061310313534236,Moderate
CUST_0151,28,1455514.9000000001,15,848740.1699999999,5.2,0.5357142857142857,0.5831202208922766,0.5257746165451354,54.123917096311004,Moderate
CUST_0152,30,739493.1,7,72767.11,17.428571428571427,0.23333333333333334,0.09840133734851617,0.2539657950901053,18.755807485873234,Low
CUST_0153,36,1266861.57,33,740328.15,1.4242424242424243,0.9166666666666666,0.5843796729898437,0.4421788843175426,67.15851319085453,Moderate
CUST_0154,24,978057.02,9,189575.45,12.666666666666666,0.375,0.19382862770107206,0.3244457114933057,30.443343294209473,Low
CUST_0155,28,547256.76,10,168547.91999999998,16.4,0.35714285714285715,0.3079869127610228,0.4138675208488527,31.722478994380033,Low
CUST_0156,36,940460.67,32,768884.4099999999,1.5625,0.8888888888888888,0.8175614722942107,0.20953819768011472,55.32705584076949,Moderate
CUST_0157,12,291128.86,1,12732.57,16.0,0.08333333333333333,0.04373516936795617,0.47873673438046327,25.60383807413374,Low
CUST_0158,35,1222210.45,6,88993.63,16.833333333333332,0.17142857142857143,0.0728136713280434,0.32791459925268984,20.570007965365765,Low
CUST_0159,12,246050.62,8,109107.38,4.25,0.6666666666666666,0.4434346883580298,0.17122543091052878,42.53615794122076,Moderate
CUST_0160,10,80809.58,3,14644.67,15.0,0.3,0.18122442908377942,0.2767149997061722,24.284419277615545,Low
CUST_0161,28,1002612.59,27,894413.44,1.4444444444444444,0.9642857142857143,0.8920827934147525,0.3139486108442685,65.29565827928246,Moderate
CUST_0162,29,680478.69,16,267980.98,5.25,0.5517241379310345,0.3938124498799514,0.07031512978419041,31.995408787363942,Low
CUST_0163,31,1229693.85,28,1049724.49,1.3214285714285714,0.9032258064516129,0.8536470195406767,0.4468695493004906,70.81624507521916,High
CUST_0164,30,1581871.8499999999,8,436444.42,16.75,0.26666666666666666,0.27590377817267564,0.7660073502611988,44.74603521014737,Moderate
CUST_0165,11,439451.99,10,356445.43,1.4,0.9090909090909091,0.8111134733967185,0.13587243227544699,55.87266691363503,Moderate
CUST_0166,25,482990.17,7,78453.28,10.571428571428571,0.28,0.1624324569586996,0.22576888594529576,24.193924437125304,Low
CUST_0167,25,803935.44,23,663905.83,1.3478260869565217,0.92,0.8258198320004403,0.2126314910308953,60.286615416394696,Moderate
CUST_0168,29,554418.33,28,477780.93,1.3928571428571428,0.9655172413793104,0.8617697217911248,0.2072894589116968,61.15365390342037,Moderate
CUST_0169,26,766476.22,6,117292.49,15.166666666666666,0.23076923076923078,0.15302821788782958,0.16162488818159304,16.872632916280754,Low
CUST_0170,13,139259.85,7,72599.45,5.0,0.5384615384615384,0.5213236263000427,0.22803613897164354,41.09640097826285,Moderate
CUST_0171,20,456601.20999999996,12,228311.95,6.166666666666667,0.6,0.5000248466271038,0.06285441725867669,29.888697242911487,Low
CUST_0172,35,1042455.81,8,170143.52,13.625,0.22857142857142856,0.16321413182972233,0.24747757469173703,22.202917893711106,Low
CUST_0173,17,312384.4,9,128545.58,5.0,0.5294117647058824,0.41149807736878025,0.11167323585335742,34.535570504735944,Low
CUST_0174,34,826570.98,7,112551.34,16.714285714285715,0.20588235294117646,0.13616657579727756,0.25905839692308863,19.046352443041176,Low
CUST_0175,21,760224.22,15,448015.34,5.0,0.7142857142857143,0.5893200035115956,0.07599022491382901,39.32990301338112,Low
CUST_0176,28,452708.69,19,215869.19,5.7894736842105265,0.6785714285714286,0.4768390684084284,0.018124242776154986,31.008267323296973,Low
CUST_0177,12,552370.03,10,477229.9,1.5,0.8333333333333334,0.8639677645074263,0.18356781031194536,54.85356244244514,Moderate
CUST_0178,16,592971.59,11,326369.34,1.1818181818181819,0.6875,0.5503962508557957,0.38087707815008665,59.76093102531186,Moderate
CUST_0179,26,1013847.65,9,228540.27,14.555555555555555,0.34615384615384615,0.2254187500459265,0.3573369048767401,29.90819437375872,Low
CUST_0180,23,637176.7000000001,17,429395.51,6.470588235294118,0.7391304347826086,0.6739033458065871,0.2376242736609886,42.13038664237557,Moderate
CUST_0181,27,398893.17,17,127644.39,4.411764705882353,0.6296296296296297,0.31999642911910475,0.21730184342089665,42.27928798587214,Moderate
CUST_0182,20,424598.98,19,382573.41,1.3157894736842106,0.95,0.9010229134323403,0.3063349870030183,66.16530354945922,Moderate
CUST_0183,34,832399.5,21,484492.25999999995,5.714285714285714,0.6176470588235294,0.582042949329018,0.13658798687674678,36.29806537333202,Low
CUST_0184,10,176349.71,10,152053.7,1.5,1.0,0.8622282395587723,0.3491310619137149,66.4531801817049,Moderate
CUST_0185,10,330798.44,6,124698.95999999999,5.0,0.6,0.3769635673009824,0.10228355691927016,35.53239573437698,Low
CUST_0186,36,1954681.5599999998,32,1589256.6,1.40625,0.8888888888888888,0.8130514107883641,0.7362348900356835,82.26330638171162,High
CUST_0187,14,320277.37,4,40942.75,7.75,0.2857142857142857,0.12783528851882356,0.3524241034369864,29.900294682709767,Low
CUST_0188,10,260218.8,9,231057.19,1.5555555555555556,0.9,0.8879342691611829,0.21739694535561593,56.87220523261455,Moderate
CUST_0189,10,150421.73,7,67427.77,6.142857142857143,0.7,0.44825817386889516,0.18727851181135136,37.57011477019976,Low
CUST_0190,32,667069.44,22,322527.75,6.090909090909091,0.6875,0.48349951393366186,0.038589719510818465,31.069032517323446,Low
CUST_0191,25,709093.73,15,316259.82,5.466666666666667,0.6,0.4460056641595181,0.03166424037407778,30.944947458428686,Low
CUST_0192,31,964844.3099999999,26,759902.45,1.5384615384615385,0.8387096774193549,0.787590746117371,0.2536632714681153,56.41849661272277,Moderate
CUST_0193,16,529191.96,14,239074.18,1.4285714285714286,0.875,0.45177213198779514,0.44263009044691703,64.71107538998922,Moderate
CUST_0194,38,1174287.47,28,698322.89,5.142857142857143,0.7368421052631579,0.5946779709741773,0.23284809387917071,46.2659965658834,Moderate
CUST_0195,22,495954.74,20,426967.89,1.55,0.9090909090909091,0.8609009160795601,0.11095776338253871,52.20938124028257,Moderate
CUST_0196,33,1125633.45,22,517461.54,5.590909090909091,0.6666666666666666,0.4597069676634077,0.11513003055472648,36.02458771826343,Low
CUST_0197,32,719534.42,8,109380.8,13.375,0.25,0.15201607728508665,0.14345889301985493,18.20581095874434,Low
CUST_0198,39,976718.9099999999,27,508033.73,5.481481481481482,0.6923076923076923,0.5201432313827118,0.08110972097264901,36.07906206528863,Low
CUST_0199,29,1199304.98,8,116484.62,13.75,0.27586206896551724,0.09712677087357713,0.17086468830365797,19.14673040653831,Low
CUST_0200,34,792687.15,9,137269.08,14.11111111111111,0.2647058823529412,0.17316930140724493,0.1567556884061947,18.783346051174743,Low
CUST_0201,36,843482.42,23,320728.95,6.217391304347826,0.6388888888888888,0.38024378741645853,0.08971772030538916,30.70195751012932,Low
CUST_0202,14,157242.49,13,137239.56,1.6153846153846154,0.9285714285714286,0.8727892823371088,0.31945916370788463,61.06784090451162,Moderate
CUST_0203,32,772602.96,30,684412.3099999999,1.2666666666666666,0.9375,0.8858525600264332,0.3163005623127617,66.37955090433861,Moderate
CUST_0204,35,1014953.5,10,122246.53,14.7,0.2857142857142857,0.12044544897869705,0.16792819971348227,18.714080619750813,Low
CUST_0205,26,463590.49,8,129658.37,15.625,0.3076923076923077,0.2796829805546701,0.283778078476531,25.159151029298286,Low
CUST_0206,38,1024479.9500000001,9,58123.18,17.22222222222222,0.23684210526315788,0.05673432652342293,0.3026747804271428,20.768761016034603,Low
CUST_0207,20,810505.99,10,325593.58,6.2,0.5,0.401716438887762,0.19557079261653065,32.2478500566215,Low
CUST_0208,29,1042334.39,9,255286.65,13.333333333333334,0.3103448275862069,0.24491818791472475,0.4201245350324634,33.13340664526328,Low
CUST_0209,37,960638.21,35,876109.37,1.6285714285714286,0.9459459459459459,0.912007622515869,0.42843573247560995,66.64833283520979,Moderate
CUST_0210,15,195199.4,5,24356.030000000002,15.4,0.3333333333333333,0.12477512738256369,0.24680518192231093,22.777317793662963,Low
CUST_0211,16,286656.86,7,62850.74,6.714285714285714,0.4375,0.21925426797739989,0.32820231434224656,33.7991468251751,Low
